agency,gfs,payment_order_date,amount
E0109833,21119,2019-05,187051915.22
E0109833,21119,2019-06,29866604.25
E0109833,21119,2019-07,157320655.71
E0109833,21119,2019-10,19717938.84
E0109833,21119,2020-03,61926139.57
E0109833,21119,2020-05,82671115.8
E0109833,21119,2020-06,147470806.23
E0109833,21119,2020-07,35985314.4
E0109833,21119,2020-08,267152282.25
E0109833,21119,2020-09,123964096.2
E0109833,21119,2020-10,93778782.3
E0109833,21119,2020-11,17222269.49
E0109833,21119,2020-12,139665418.96
E0109833,21131,2016-01,39576906.949999996
E0109833,21131,2016-02,167619314.49
E0109833,21131,2016-03,83575313.85000001
E0109833,21131,2016-04,6138447.12
E0109833,21131,2016-07,91893213.84
E0109833,21131,2016-08,51406860.75
E0109833,21131,2016-09,23583444.13
E0109833,21131,2016-10,3682395.1500000004
E0109833,21131,2016-11,99654949.8
E0109833,21131,2017-01,88366968.9
E0109833,21131,2017-02,97626700.5
E0109833,21131,2017-03,17066646.57
E0109833,21131,2017-04,31057495.89
E0109833,21131,2017-05,80711451.53999999
E0109833,21131,2017-07,74856008.85000001
E0109833,21131,2017-10,2725054.9499999997
E0109833,21131,2018-03,131881177.05000001
E0109833,21131,2018-04,112970910.32
E0109833,21131,2018-06,273591363.44
E0109833,21131,2018-07,197262025.60999998
E0109833,21131,2018-09,42334774.65
E0109833,21131,2018-12,16173256.05
E0109833,21131,2019-04,132367128.28999999
E0109833,21131,2019-05,30282341.73
E0109833,21131,2019-07,69634307.4
E0109833,21131,2019-08,26467991.33
E0109833,21131,2019-10,36384840.45
E0109833,21131,2019-11,28340907.0
E0109833,21131,2019-12,73107182.4
E0109833,21131,2020-01,65757690.6
E0109833,21131,2020-03,88878244.35000001
E0109833,21131,2020-05,135361654.05
E0109833,21131,2020-06,204067118.85
E0109833,21131,2020-07,275013343.67
E0109833,21131,2020-09,167745995.55
E0109833,21131,2020-10,87884203.05
E0109833,21131,2020-11,76658184.75
E0109833,21131,2020-12,243743943.51999998
E0109833,21143,2016-01,170045898.75
E0109833,21143,2016-02,141674586.75
E0109833,21143,2016-03,47404932.75
E0109833,21143,2016-04,238448580.63
E0109833,21143,2016-07,98175394.59
E0109833,21143,2016-08,197362674.6
E0109833,21143,2016-09,241290934.5
E0109833,21143,2016-10,25790532.66
E0109833,21143,2016-11,13941201.81
E0109833,21143,2016-12,106786675.80000001
E0109833,21143,2017-02,120353778.2
E0109833,21143,2017-03,101965209.81
E0109833,21143,2017-04,213935296.05
E0109833,21143,2017-05,287542774.05
E0109833,21143,2017-07,46743568.2
E0109833,21143,2017-08,196562697.45000002
E0109833,21143,2017-09,69863769.15
E0109833,21143,2017-10,98897955.45
E0109833,21143,2017-11,23736611.009999998
E0109833,21143,2017-12,213034191.66
E0109833,21143,2018-02,166939518.12
E0109833,21143,2018-03,235219514.65
E0109833,21143,2018-04,102239754.73
E0109833,21143,2018-05,158991194.25
E0109833,21143,2018-06,260756670.7
E0109833,21143,2018-07,30820868.27
E0109833,21143,2018-08,252973575.0
E0109833,21143,2018-09,205251436.43
E0109833,21143,2018-10,9373593.06
E0109833,21143,2018-11,121667227.5
E0109833,21143,2018-12,99355706.10000001
E0109833,21143,2019-01,167888027.76999998
E0109833,21143,2019-02,30395670.900000002
E0109833,21143,2019-03,79235448.13
E0109833,21143,2019-04,47940522.43
E0109833,21143,2019-05,246176865.9
E0109833,21143,2019-06,86275188.21
E0109833,21143,2019-07,139930725.6
E0109833,21143,2019-08,70476696.36
E0109833,21143,2019-09,97650027.3
E0109833,21143,2019-10,121446574.2
E0109833,21143,2019-11,82687353.17999999
E0109833,21143,2019-12,26700383.85
E0109833,21143,2020-01,98166807.9
E0109833,21143,2020-02,152318513.55
E0109833,21143,2020-03,148787820.82
E0109833,21143,2020-04,171355680.3
E0109833,21143,2020-05,169501912.79999998
E0109833,21143,2020-06,181784004.29999998
E0109833,21143,2020-07,15444513.0
E0109833,21143,2020-09,28300735.05
E0109833,21143,2020-10,146751364.02
E0109833,21143,2020-11,198729017.55
E0109833,21143,2020-12,221034983.48999998
E0109833,211526,2016-02,61338488.400000006
E0109833,211526,2016-04,180354068.13
E0109833,211526,2016-05,22967292.6
E0109833,211526,2016-08,92924461.35000001
E0109833,211526,2016-09,65455731.92
E0109833,211526,2016-11,98865843.5
E0109833,211526,2017-02,96720590.4
E0109833,211526,2017-03,169831612.65
E0109833,211526,2017-05,54629070.300000004
E0109833,211526,2017-06,93160854.15
E0109833,211526,2017-08,94045634.55
E0109833,211526,2017-09,163090543.35
E0109833,211526,2017-11,198479801.1
E0109833,211526,2017-12,58561431.6
E0109833,211526,2018-01,94870232.10000001
E0109833,211526,2018-02,79168659.15
E0109833,211526,2018-03,102248851.39
E0109833,211526,2018-04,85299851.7
E0109833,211526,2018-05,92973984.60000001
E0109833,211526,2018-06,57615722.85
E0109833,211526,2018-08,11398114.35
E0109833,211526,2018-09,20471383.8
E0109833,211526,2018-10,109860024.75
E0109833,211526,2018-11,88314832.2
E0109833,211526,2019-01,67792441.5
E0109833,211526,2019-02,7682490.9
E0109833,211526,2019-03,70475276.55
E0109833,211526,2019-04,11999368.51
E0109833,211526,2019-05,190835459.85
E0109833,211526,2019-06,124418792.4
E0109833,211526,2019-07,23537606.400000002
E0109833,211526,2019-08,27034962.15
E0109833,211526,2019-11,19255503.95
E0109833,211526,2019-12,101092589.85000001
E0109833,211526,2020-01,64138315.75
E0109833,211526,2020-02,108591069.32
E0109833,211526,2020-03,8954156.33
E0109833,211526,2020-04,22652296.8
E0109833,211526,2020-05,180119118.9
E0109833,211526,2020-06,18784476.8
E0109833,211526,2020-08,130257435.52
E0109833,211526,2020-09,25299800.400000002
E0109833,211526,2020-11,51422212.3
E0109833,211526,2020-12,87516437.07
E0109833,21186,2016-01,59112200.7
E0109833,21186,2016-02,52330107.9
E0109833,21186,2016-03,40104608.25
E0109833,21186,2016-04,42052172.4
E0109833,21186,2016-05,57639079.050000004
E0109833,21186,2016-06,49661005.800000004
E0109833,21186,2016-07,155921793.3
E0109833,21186,2016-08,166791648.41
E0109833,21186,2016-09,45280922.4
E0109833,21186,2016-10,157309486.95000002
E0109833,21186,2016-11,239992485.60000002
E0109833,21186,2016-12,59168267.550000004
E0109833,21186,2017-01,175227144.76999998
E0109833,21186,2017-02,87455919.74
E0109833,21186,2017-03,77684418.0
E0109833,21186,2017-04,152128729.20000002
E0109833,21186,2017-07,50342405.39
E0109833,21186,2017-08,211679299.65
E0109833,21186,2017-09,109097921.48
E0109833,21186,2017-10,40335616.699999996
E0109833,21186,2017-11,28591801.48
E0109833,21186,2017-12,13321430.850000001
E0109833,21186,2018-01,53886167.5
E0109833,21186,2018-03,126754347.45
E0109833,21186,2018-04,79777201.86
E0109833,21186,2018-05,95307912.0
E0109833,21186,2018-06,142552567.7
E0109833,21186,2018-07,87647215.38
E0109833,21186,2018-08,310520721.34999996
E0109833,21186,2018-11,85519424.55
E0109833,21186,2018-12,269349796.90999997
E0109833,21186,2019-01,47897413.2
E0109833,21186,2019-02,62466891.29
E0109833,21186,2019-04,169469438.25
E0109833,21186,2019-05,180794310.9
E0109833,21186,2019-07,99091885.2
E0109833,21186,2019-09,41350494.72
E0109833,21186,2019-11,50615909.5
E0109833,21186,2019-12,238088415.60000002
E0109833,21186,2020-01,4818926.7
E0109833,21186,2020-03,23981358.45
E0109833,21186,2020-04,104170177.65
E0109833,21186,2020-05,205812183.73
E0109833,21186,2020-06,94062110.10000001
E0109833,21186,2020-07,183055092.29999998
E0109833,21186,2020-08,115745271.60000001
E0109833,21186,2020-09,103861455.05
E0109833,21186,2020-10,17045274.56
E0109833,21186,2020-11,235831667.4
E0109833,21186,2020-12,203381437.35
E0109833,21191,2016-01,36749838.300000004
E0109833,21191,2016-02,147914548.95000002
E0109833,21191,2016-05,17614573.38
E0109833,21191,2016-06,166843650.10999998
E0109833,21191,2016-08,39909763.95
E0109833,21191,2016-10,108878026.36
E0109833,21191,2016-11,26544334.950000003
E0109833,21191,2016-12,67980530.37
E0109833,21191,2017-01,23942514.849999998
E0109833,21191,2017-02,101385464.09
E0109833,21191,2017-03,138533236.9
E0109833,21191,2017-05,55524480.900000006
E0109833,21191,2017-06,85304908.5
E0109833,21191,2017-07,128452557.45
E0109833,21191,2017-08,74998297.03999999
E0109833,21191,2017-09,33191595.8
E0109833,21191,2018-01,41443699.5
E0109833,21191,2018-02,30788229.150000002
E0109833,21191,2018-03,28451641.33
E0109833,21191,2018-04,36904423.089999996
E0109833,21191,2018-05,25762009.81
E0109833,21191,2018-07,75320931.64999999
E0109833,21191,2018-08,100574544.09
E0109833,21191,2018-10,35355774.300000004
E0109833,21191,2018-11,193731436.1
E0109833,21191,2018-12,68777932.45
E0109833,21191,2019-01,70817905.5
E0109833,21191,2019-03,51137097.9
E0109833,21191,2019-07,150799857.6
E0109833,21191,2019-09,86038933.07
E0109833,21191,2019-11,40153206.45
E0109833,21191,2019-12,7856959.26
E0109833,21191,2020-01,90793192.13
E0109833,21191,2020-02,98538411.3
E0109833,21191,2020-03,2683153.2
E0109833,21191,2020-05,160092227.01
E0109833,21191,2020-06,82783167.84
E0109833,21191,2020-08,307516585.76
E0109833,21191,2020-09,61047340.91
E0109833,21191,2020-10,50607342.46
E0109833,21191,2020-12,11642569.05
E0109833,212,2016-01,192664607.1
E0109833,212,2016-02,291472341.3
E0109833,212,2016-03,173727753.69
E0109833,212,2016-04,414496615.06
E0109833,212,2016-05,251951264.25
E0109833,212,2016-06,373114346.85
E0109833,212,2016-07,119594678.50999999
E0109833,212,2016-08,56897238.300000004
E0109833,212,2016-09,566580823.74
E0109833,212,2016-10,222036565.8
E0109833,212,2016-11,136292085.85
E0109833,212,2016-12,121360027.1
E0109833,212,2017-01,408947043.75
E0109833,212,2017-02,122349150.64999999
E0109833,212,2017-03,198801817.20000002
E0109833,212,2017-04,161968263.26999998
E0109833,212,2017-05,174161280.64
E0109833,212,2017-06,328429375.05
E0109833,212,2017-07,242017336.05
E0109833,212,2017-08,245190369.69
E0109833,212,2017-09,69210288.0
E0109833,212,2017-10,318714451.03
E0109833,212,2017-11,56788074.79
E0109833,212,2017-12,321234647.8
E0109833,212,2018-01,218387492.4
E0109833,212,2018-02,105530757.15
E0109833,212,2018-03,692421816.45
E0109833,212,2018-04,268177313.25
E0109833,212,2018-05,221360330.10000002
E0109833,212,2018-07,469619389.0
E0109833,212,2018-08,574243216.52
E0109833,212,2018-09,127833397.65
E0109833,212,2018-10,74435016.60000001
E0109833,212,2018-11,416504320.05
E0109833,212,2018-12,523130977.95000005
E0109833,212,2019-01,128807476.35000001
E0109833,212,2019-02,168298471.63
E0109833,212,2019-03,203305055.76999998
E0109833,212,2019-04,100934572.2
E0109833,212,2019-05,270302184.6
E0109833,212,2019-06,150483033.56
E0109833,212,2019-07,568924884.15
E0109833,212,2019-08,413855078.4
E0109833,212,2019-09,448257052.81
E0109833,212,2019-10,235042502.26
E0109833,212,2019-11,147673060.93
E0109833,212,2019-12,194592862.06
E0109833,212,2020-01,291216229.5
E0109833,212,2020-02,175673311.8
E0109833,212,2020-03,262340786.4
E0109833,212,2020-04,301152290.63
E0109833,212,2020-05,401118979.8
E0109833,212,2020-06,280382227.71
E0109833,212,2020-07,269687142.90000004
E0109833,212,2020-08,666121288.35
E0109833,212,2020-09,270398688.0
E0109833,212,2020-10,100417775.6
E0109833,212,2020-11,159323282.79
E0109833,212,2020-12,651222140.1
E0109833,21200,2016-01,33953904.6
E0109833,21200,2016-02,141812540.15
E0109833,21200,2016-03,57088781.58
E0109833,21200,2016-04,86932029.53
E0109833,21200,2016-05,3555996.1500000004
E0109833,21200,2016-07,97392858.15
E0109833,21200,2016-10,117846767.85000001
E0109833,21200,2017-01,71617928.52
E0109833,21200,2017-02,156624138.48
E0109833,21200,2017-05,15735537.879999999
E0109833,21200,2017-06,95346665.07
E0109833,21200,2017-07,87093066.99
E0109833,21200,2017-09,99749356.36
E0109833,21200,2017-10,135669965.55
E0109833,21200,2017-11,151169862.9
E0109833,21200,2017-12,19777368.8
E0109833,21200,2018-03,58330758.91
E0109833,21200,2018-04,31417604.400000002
E0109833,21200,2018-05,64883197.050000004
E0109833,21200,2018-06,66862561.72
E0109833,21200,2018-07,80508600.9
E0109833,21200,2018-08,207667975.20000002
E0109833,21200,2018-12,67720141.63
E0109833,21200,2019-02,279970150.95
E0109833,21200,2019-03,74368083.3
E0109833,21200,2019-07,158063362.4
E0109833,21200,2019-08,87625063.05
E0109833,21200,2019-09,72589396.95
E0109833,21200,2019-10,100274584.2
E0109833,21200,2019-12,86652737.85000001
E0109833,21200,2020-01,51972739.35
E0109833,21200,2020-03,88750086.95
E0109833,21200,2020-05,101989575.45
E0109833,21200,2020-08,65454998.6
E0109833,21200,2020-09,93520826.7
E0109833,21200,2020-10,24778493.25
E0109833,21200,2020-11,31269149.89
E0109833,21200,2020-12,128196866.7
E0109833,21208,2016-02,50099155.050000004
E0109833,21208,2016-04,42292695.9
E0109833,21208,2016-05,95217055.61
E0109833,21208,2016-06,57727270.650000006
E0109833,21208,2016-08,31945941.2
E0109833,21208,2016-09,147205541.70000002
E0109833,21208,2016-11,67487087.85000001
E0109833,21208,2017-01,108033746.11999999
E0109833,21208,2017-02,123843650.7
E0109833,21208,2017-03,21773391.15
E0109833,21208,2017-04,49026592.629999995
E0109833,21208,2017-05,77382602.85000001
E0109833,21208,2017-07,6725812.800000001
E0109833,21208,2017-08,196196087.76
E0109833,21208,2017-09,62314335.300000004
E0109833,21208,2017-10,27630300.62
E0109833,21208,2017-11,35926857.089999996
E0109833,21208,2017-12,146344581.91
E0109833,21208,2018-03,99526590.45
E0109833,21208,2018-04,61926461.1
E0109833,21208,2018-05,196316408.4
E0109833,21208,2018-06,85336902.0
E0109833,21208,2018-07,20072063.53
E0109833,21208,2018-08,257122908.10999998
E0109833,21208,2018-09,67563784.42
E0109833,21208,2018-10,20444441.68
E0109833,21208,2018-11,200192203.05
E0109833,21208,2019-01,35116870.23
E0109833,21208,2019-02,48182150.4
E0109833,21208,2019-05,75014796.74
E0109833,21208,2019-06,59762983.309999995
E0109833,21208,2019-07,76938446.55
E0109833,21208,2019-08,128461055.66
E0109833,21208,2019-10,21899401.91
E0109833,21208,2019-12,110939302.95
E0109833,21208,2020-01,26436009.6
E0109833,21208,2020-02,72262107.75
E0109833,21208,2020-04,113066595.97
E0109833,21208,2020-05,71010720.9
E0109833,21208,2020-06,85762730.55
E0109833,21208,2020-07,10930033.8
E0109833,21208,2020-08,49508837.83
E0109833,21208,2020-09,148069735.64
E0109833,21208,2020-10,44717627.589999996
E0109833,21208,2020-11,183247444.8
E0109833,21220,2016-01,154018443.6
E0109833,21220,2016-04,93127357.05
E0109833,21220,2016-07,126927662.2
E0109833,21220,2016-08,46093108.95
E0109833,21220,2016-10,214864756.26
E0109833,21220,2017-02,60451814.26
E0109833,21220,2017-04,142665323.85
E0109833,21220,2017-05,141360747.13
E0109833,21220,2017-06,40226534.25
E0109833,21220,2017-08,47377730.37
E0109833,21220,2017-09,79797502.02
E0109833,21220,2017-11,85639314.60000001
E0109833,21220,2017-12,98757443.4
E0109833,21220,2018-01,81013198.35000001
E0109833,21220,2018-02,34733805.75
E0109833,21220,2018-03,63104585.25
E0109833,21220,2018-06,27257872.029999997
E0109833,21220,2018-11,10251654.0
E0109833,21220,2019-02,93591401.57
E0109833,21220,2019-03,47005931.31
E0109833,21220,2019-04,28816505.55
E0109833,21220,2019-05,144737115.6
E0109833,21220,2019-07,68362713.3
E0109833,21220,2019-08,34382452.19
E0109833,21220,2019-09,90606903.63
E0109833,21220,2019-12,49001826.300000004
E0109833,21220,2020-01,34408577.7
E0109833,21220,2020-02,28425533.779999997
E0109833,21220,2020-03,95695097.8
E0109833,21220,2020-04,128324565.99
E0109833,21220,2020-06,148366603.17
E0109833,21220,2020-07,85670880.75
E0109833,21220,2020-08,159602624.35999998
E0109833,21220,2020-09,61381505.85
E0109833,21220,2020-11,104914072.2
E0109833,212245,2016-02,108328921.05000001
E0109833,212245,2016-03,56613005.309999995
E0109833,212245,2016-04,103320741.3
E0109833,212245,2016-06,61219479.300000004
E0109833,212245,2016-07,59372878.41
E0109833,212245,2016-08,9244966.5
E0109833,212245,2016-09,78059507.4
E0109833,212245,2016-11,35187212.550000004
E0109833,212245,2016-12,35703294.4
E0109833,212245,2017-01,190113687.75
E0109833,212245,2017-02,120091575.56
E0109833,212245,2017-03,27037155.32
E0109833,212245,2017-06,176209.22999999998
E0109833,212245,2017-08,23852476.2
E0109833,212245,2017-09,28884081.450000003
E0109833,212245,2017-11,69994760.85000001
E0109833,212245,2017-12,126896235.9
E0109833,212245,2018-01,12880533.969999999
E0109833,212245,2018-03,17585278.41
E0109833,212245,2018-05,102671134.65
E0109833,212245,2018-06,168944141.46
E0109833,212245,2018-07,175424966.85
E0109833,212245,2018-08,93266703.60000001
E0109833,212245,2018-09,47664983.26
E0109833,212245,2018-10,137582270.24
E0109833,212245,2018-11,95501021.17
E0109833,212245,2018-12,83544837.06
E0109833,212245,2019-01,9635374.35
E0109833,212245,2019-02,13521065.709999999
E0109833,212245,2019-03,126938438.55000001
E0109833,212245,2019-04,78179384.85000001
E0109833,212245,2019-07,166518565.5
E0109833,212245,2019-09,6623245.359999999
E0109833,212245,2020-01,50106065.1
E0109833,212245,2020-02,40538186.85
E0109833,212245,2020-03,91749605.85000001
E0109833,212245,2020-04,60693650.78
E0109833,212245,2020-05,96713432.89999999
E0109833,212245,2020-06,73970785.74
E0109833,212245,2020-09,11331481.35
E0109833,212245,2020-11,100943323.95
E0109833,212652,2016-02,90305752.95
E0109833,212652,2016-04,90726520.14999999
E0109833,212652,2016-05,85048050.15
E0109833,212652,2016-06,92322601.35000001
E0109833,212652,2016-07,115806468.75
E0109833,212652,2016-08,49369050.15
E0109833,212652,2016-09,90758222.66
E0109833,212652,2016-10,13519623.32
E0109833,212652,2016-11,88583612.25
E0109833,212652,2017-02,95594845.5
E0109833,212652,2017-03,27153830.55
E0109833,212652,2017-04,62617809.45
E0109833,212652,2017-05,150297216.3
E0109833,212652,2017-06,10846395.469999999
E0109833,212652,2017-07,99386551.95
E0109833,212652,2017-11,157335872.1
E0109833,212652,2017-12,52079881.03
E0109833,212652,2018-02,2182752.6
E0109833,212652,2018-03,221997207.60000002
E0109833,212652,2018-04,104982649.92
E0109833,212652,2018-05,161181409.20000002
E0109833,212652,2018-06,174355983.89
E0109833,212652,2018-07,237643388.85000002
E0109833,212652,2018-08,165386447.1
E0109833,212652,2018-10,145817138.25
E0109833,212652,2018-11,84767086.95
E0109833,212652,2018-12,83606276.86
E0109833,212652,2019-02,43019083.800000004
E0109833,212652,2019-03,46069769.550000004
E0109833,212652,2019-04,47244592.5
E0109833,212652,2019-05,95661357.32
E0109833,212652,2019-07,4160542.4299999997
E0109833,212652,2019-09,40491556.81
E0109833,212652,2019-11,57542882.23
E0109833,212652,2020-02,64761832.72
E0109833,212652,2020-03,22567222.650000002
E0109833,212652,2020-06,12423034.05
E0109833,212652,2020-07,6833669.850000001
E0109833,212652,2020-08,44961913.5
E0109833,212652,2020-09,55413565.39
E0109833,212652,2020-11,94450914.60000001
E0109833,212652,2020-12,76310782.7
E0109833,213,2016-01,225970869.23
E0109833,213,2016-02,161987024.04
E0109833,213,2016-03,86414944.84
E0109833,213,2016-04,109965463.28999999
E0109833,213,2016-05,56382196.72
E0109833,213,2016-06,510620923.05
E0109833,213,2016-07,312087087.90000004
E0109833,213,2016-08,103629023.64999999
E0109833,213,2016-09,105935903.84
E0109833,213,2016-10,340082024.1
E0109833,213,2016-11,3727456.95
E0109833,213,2016-12,15389799.600000001
E0109833,213,2017-01,223993595.04
E0109833,213,2017-02,63873828.900000006
E0109833,213,2017-03,105224042.17999999
E0109833,213,2017-04,7128792.300000001
E0109833,213,2017-05,312365506.15
E0109833,213,2017-06,191640352.05
E0109833,213,2017-07,54849732.519999996
E0109833,213,2017-08,116976462.27
E0109833,213,2017-09,111645335.55000001
E0109833,213,2017-10,134409603.3
E0109833,213,2017-11,64995752.85
E0109833,213,2017-12,60304687.57
E0109833,213,2018-01,113560737.25
E0109833,213,2018-02,259136126.55
E0109833,213,2018-03,198401591.85
E0109833,213,2018-04,90851048.4
E0109833,213,2018-05,193683724.5
E0109833,213,2018-06,214570747.32
E0109833,213,2018-07,260320022.29
E0109833,213,2018-08,297758237.7
E0109833,213,2018-09,47996811.45
E0109833,213,2018-10,192979810.8
E0109833,213,2018-11,65273699.400000006
E0109833,213,2018-12,178374700.35
E0109833,213,2019-02,134375176.7
E0109833,213,2019-03,259022795.7
E0109833,213,2019-04,53232644.85
E0109833,213,2019-05,74705446.2
E0109833,213,2019-07,228947745.60000002
E0109833,213,2019-08,50806641.9
E0109833,213,2019-09,15561809.91
E0109833,213,2019-10,163894665.9
E0109833,213,2019-11,334291625.74
E0109833,213,2019-12,2634681.0
E0109833,213,2020-01,192044955.29999998
E0109833,213,2020-02,86989721.7
E0109833,213,2020-03,88750847.42999999
E0109833,213,2020-04,316542123.45
E0109833,213,2020-05,84466080.98
E0109833,213,2020-06,196584985.98
E0109833,213,2020-07,118754415.15
E0109833,213,2020-08,303758037.45
E0109833,213,2020-09,101585356.84
E0109833,213,2020-10,177480722.49
E0109833,213,2020-11,99467020.39999999
E0109833,213,2020-12,137886727.04999998
E0109833,21305,2016-03,39636816.089999996
E0109833,21305,2016-06,27764272.200000003
E0109833,21305,2016-07,66544833.6
E0109833,21305,2016-08,70134403.73
E0109833,21305,2016-10,95849503.05
E0109833,21305,2016-11,127015307.52
E0109833,21305,2016-12,141203440.35
E0109833,21305,2017-02,265567069.95000002
E0109833,21305,2017-05,2065753.71
E0109833,21305,2017-06,27486885.3
E0109833,21305,2017-07,74922269.10000001
E0109833,21305,2017-08,87018096.66
E0109833,21305,2017-09,12129614.29
E0109833,21305,2017-10,32741778.3
E0109833,21305,2017-11,26996455.5
E0109833,21305,2017-12,36581746.95
E0109833,21305,2018-03,79613266.95
E0109833,21305,2018-04,159363268.05
E0109833,21305,2018-06,58526562.150000006
E0109833,21305,2018-07,53522114.1
E0109833,21305,2018-08,142842371.70000002
E0109833,21305,2018-09,91421851.07
E0109833,21305,2018-10,25080184.5
E0109833,21305,2018-11,52525841.44
E0109833,21305,2018-12,10724133.76
E0109833,21305,2019-05,45999160.2
E0109833,21305,2019-07,35739345.6
E0109833,21305,2019-08,65325403.69
E0109833,21305,2019-09,37200719.85
E0109833,21305,2019-10,165108445.95000002
E0109833,21305,2019-11,83474535.34
E0109833,21305,2020-01,5816161.05
E0109833,21305,2020-03,63936709.01
E0109833,21305,2020-05,18324718.650000002
E0109833,21305,2020-06,64359265.95
E0109833,21305,2020-07,75713641.5
E0109833,21305,2020-08,46520763.5
E0109833,21305,2020-10,116313944.50999999
E0109833,21305,2020-11,135745142.4
